order_id,user_id,restaurant_id,order_date,total_amount
5507,2115,265,10/12/2023,1131.19
5508,601,58,17-07-2023,1237.19
5509,2797,451,29-12-2023,1302.28
5510,894,371,7/2/2023,687.24
5511,336,406,30-12-2023,732.16
5512,1091,200,23-11-2023,471.22
5513,786,176,8/7/2023,741.23
5514,1659,403,28-10-2023,426.37
5515,2421,441,15-08-2023,886.14
5516,2996,95,3/8/2023,250.75
5517,1621,268,27-03-2023,1291.67
5518,2532,314,25-11-2023,462.33
5519,2402,480,16-03-2023,1164.25
5520,1626,249,11/8/2023,1431.77
5521,634,166,1/11/2023,1265.99
5522,1549,29,3/10/2023,834.96
5523,671,136,17-03-2023,667.08
5524,1539,28,6/4/2023,1344.33
5525,2762,217,2/6/2023,1363.78
5526,748,208,30-10-2023,906.08
5527,1768,120,13-06-2023,809.8
5528,2931,449,20-01-2023,1488.52
5529,1479,220,3/2/2023,1439.84
5530,1398,271,24-05-2023,1173.6
5531,2606,422,4/4/2023,642.5
5532,656,369,15-06-2023,726.71
5533,1311,340,26-09-2023,944.69
5534,1384,418,14-06-2023,445.72
5535,751,457,10/8/2023,1107.83
5536,1210,480,10/9/2023,1019.55
5537,445,165,3/9/2023,238.97
5538,2742,143,15-12-2023,758.12
5539,606,401,13-04-2023,897.62
5540,2722,397,17-11-2023,1115.45
5541,1669,10,29-09-2023,1131.84
5542,735,122,16-05-2023,1300.55
5543,2920,332,11/12/2023,162.56
5544,118,494,15-05-2023,232.04
5545,1014,439,3/7/2023,1021.18
5546,1685,236,10/3/2023,592.18
5547,52,240,21-02-2023,252.76
5548,1615,103,21-01-2023,697.5
5549,413,317,4/11/2023,1175.81
5550,225,252,18-02-2023,907.11
5551,1624,402,10/10/2023,1468.03
5552,597,10,15-04-2023,100.2
5553,2749,420,10/3/2023,1175.85
5554,1853,401,29-07-2023,1090.01
5555,2505,145,22-09-2023,527.96
5556,2725,428,8/10/2023,879.72
5557,1398,100,8/10/2023,1135.88
5558,1482,305,6/7/2023,488.78
5559,46,33,26-05-2023,657.45
5560,1846,110,12/4/2023,371.32
5561,747,441,25-12-2023,451.48
5562,1144,139,4/7/2023,271.14
5563,1138,282,5/11/2023,326.12
5564,1201,65,8/2/2023,384.96
5565,1566,123,3/9/2023,1478.16
5566,1952,43,26-09-2023,1242.18
5567,1491,226,20-10-2023,505.1
5568,1845,216,6/4/2023,1460.53
5569,2052,270,11/11/2023,661.33
5570,1345,494,11/9/2023,713.75
5571,878,261,13-07-2023,251.54
5572,660,203,25-09-2023,367.26
5573,2802,102,9/12/2023,1215.24
5574,1375,97,5/10/2023,1039.11
5575,390,471,22-03-2023,427.97
5576,1025,167,9/12/2023,122.87
5577,2395,166,2/10/2023,1340.14
5578,2279,207,6/1/2023,1040.88
5579,1113,10,23-06-2023,154.81
5580,1840,25,16-09-2023,1388.59
5581,1716,324,4/8/2023,902.88
5582,2519,428,26-11-2023,1411.89
5583,1500,334,23-06-2023,410.94
5584,902,57,6/12/2023,1225.34
5585,1653,47,30-05-2023,420.11
5586,2705,50,23-12-2023,1077.23
5587,2419,83,12/3/2023,874.66
5588,1613,238,20-09-2023,892.23
5589,2532,326,16-12-2023,1212.83
5590,1735,204,5/3/2023,1208.77
5591,332,350,19-05-2023,1052.93
5592,2501,270,17-09-2023,742.97
5593,1495,301,11/10/2023,1177.13
5594,1510,252,27-12-2023,497.93
5595,2864,163,3/6/2023,492.31
5596,2758,351,27-06-2023,1062.23
5597,2090,104,16-09-2023,366.1
5598,1208,448,23-09-2023,617.7
5599,2741,94,25-03-2023,254.39
5600,205,128,26-12-2023,563.73
5601,2135,485,25-10-2023,1247.77
5602,990,42,10/2/2023,1345.52
5603,2880,394,12/7/2023,1174.34
5604,253,407,22-08-2023,934.14
5605,1851,133,18-10-2023,985.83
5606,1127,324,19-08-2023,592.69
5607,2913,110,2/4/2023,765.74
5608,1950,452,23-06-2023,214.35
5609,1792,191,27-05-2023,964.38
5610,1849,325,8/6/2023,1240.48
5611,1355,167,8/10/2023,499.52
5612,1989,212,5/6/2023,1340.82
5613,1908,105,2/1/2023,1380.36
5614,1170,243,24-07-2023,1320.72
5615,1310,305,4/6/2023,148.17
5616,2724,357,1/3/2023,1204.31
5617,54,73,5/7/2023,804.25
5618,1788,208,19-01-2023,613.58
5619,940,69,23-05-2023,872.33
5620,358,111,14-08-2023,1231.4
5621,2793,332,17-08-2023,1064.7
5622,210,455,17-08-2023,358.15
5623,2107,105,7/12/2023,469.19
5624,1198,71,27-10-2023,1201.35
5625,1550,332,17-08-2023,168.04
5626,1612,281,23-01-2023,1286.88
5627,1064,451,1/4/2023,1204.71
5628,1774,345,21-11-2023,856.52
5629,2920,143,22-09-2023,353.49
5630,2904,479,19-09-2023,1475.39
5631,91,45,24-07-2023,951.04
5632,2772,80,10/12/2023,348.33
5633,746,284,17-06-2023,484.8
5634,107,405,19-08-2023,1441.22
5635,1348,297,9/11/2023,735.93
5636,2840,435,15-03-2023,1421.46
5637,2577,110,15-05-2023,891.8
5638,567,49,9/9/2023,1102.87
5639,1007,119,4/4/2023,175.83
5640,1798,55,20-11-2023,340.19
5641,2586,66,18-10-2023,1353.68
5642,641,163,15-08-2023,357.16
5643,987,435,14-06-2023,824.5
5644,2390,436,30-06-2023,1381.89
5645,1299,2,18-04-2023,675.8
5646,2880,12,2/3/2023,949.3
5647,2024,204,21-12-2023,785.31
5648,2709,397,5/10/2023,1012.09
5649,778,157,18-10-2023,946.55
5650,2189,195,8/8/2023,880.27
5651,2186,271,1/11/2023,953.02
5652,808,319,19-12-2023,1127.76
5653,2517,171,14-06-2023,1181.55
5654,1603,288,13-08-2023,689.74
5655,754,459,3/3/2023,502.38
5656,1335,461,4/6/2023,243.78
5657,376,257,1/4/2023,730.91
5658,1785,2,18-04-2023,1454.61
5659,1447,255,6/4/2023,510.53
5660,1119,203,6/11/2023,754
5661,881,452,24-08-2023,1324.56
5662,2602,450,15-02-2023,561.11
5663,1095,159,10/7/2023,375.81
5664,2866,15,28-01-2023,881.19
5665,739,58,20-03-2023,1129.08
5666,1065,350,15-08-2023,107.57
5667,67,157,27-01-2023,1044.41
5668,1579,132,28-09-2023,454.4
5669,95,416,17-05-2023,633.15
5670,15,279,29-01-2023,1201.67
5671,2674,471,1/3/2023,680.21
5672,2036,475,2/8/2023,990.17
5673,1373,163,19-06-2023,693.03
5674,1143,296,13-02-2023,1498.11
5675,2545,63,28-10-2023,615.86
5676,85,466,5/10/2023,625.03
5677,1928,184,17-01-2023,138.2
5678,138,173,22-04-2023,256.31
5679,1219,110,12/6/2023,1082.76
5680,1964,24,9/5/2023,1129.73
5681,1984,305,14-10-2023,1044.21
5682,2674,92,18-07-2023,826.56
5683,1580,88,28-10-2023,1273.54
5684,1302,110,3/4/2023,690.85
5685,2778,310,7/8/2023,986.7
5686,1359,13,5/12/2023,959.95
5687,778,240,7/4/2023,1436.01
5688,2290,467,7/8/2023,459.56
5689,2010,15,22-02-2023,414.38
5690,1762,143,24-04-2023,841.87
5691,187,305,24-05-2023,449.78
5692,2255,285,25-08-2023,1406.18
5693,281,133,3/6/2023,918.62
5694,811,390,14-03-2023,287.47
5695,2793,198,24-07-2023,1254.74
5696,2746,266,26-10-2023,1291.43
5697,482,310,2/8/2023,1085.47
5698,2415,287,16-04-2023,118.34
5699,1111,304,26-08-2023,1411.18
5700,2356,51,13-02-2023,1467.38
5701,1951,402,20-10-2023,1252.29
5702,93,454,28-07-2023,150.66
5703,837,197,19-04-2023,1250.01
5704,32,348,26-01-2023,878.48
5705,287,73,16-10-2023,310.67
5706,2834,109,8/4/2023,1100.03
5707,190,46,10/7/2023,1086.33
5708,1763,435,22-05-2023,962.77
5709,1166,127,26-08-2023,483.43
5710,345,1,13-04-2023,1231.24
5711,423,1,6/8/2023,360.29
5712,1648,268,19-04-2023,672.44
5713,2281,435,30-07-2023,284.76
5714,654,446,29-05-2023,749.28
5715,2599,453,19-02-2023,445.16
5716,1662,8,5/5/2023,1240.76
5717,2062,304,11/3/2023,283.58
5718,2046,140,10/5/2023,950.66
5719,1223,294,13-10-2023,1400.13
5720,1485,230,5/10/2023,921.24
5721,2,127,7/7/2023,921.37
5722,942,170,25-04-2023,140.46
5723,734,165,30-01-2023,1339.59
5724,1280,19,13-11-2023,327.96
5725,1511,219,28-05-2023,1411.74
5726,2695,414,17-12-2023,502.91
5727,841,117,19-10-2023,544.85
5728,1213,233,20-01-2023,932.46
5729,1518,458,22-12-2023,621.66
5730,1986,259,15-11-2023,1229.56
5731,1458,201,27-11-2023,352.56
5732,2735,188,1/1/2023,1089.66
5733,837,289,2/7/2023,874.95
5734,304,127,30-11-2023,778.62
5735,1190,331,28-08-2023,938.02
5736,2526,171,17-05-2023,1061.64
5737,1107,88,29-12-2023,1404.25
5738,2917,456,15-04-2023,822.05
5739,713,474,9/12/2023,349.17
5740,2511,22,24-07-2023,1202.96
5741,634,120,14-12-2023,1154.72
5742,2848,75,23-06-2023,495.57
5743,597,17,21-09-2023,1451.91
5744,2341,156,5/4/2023,588.26
5745,2235,125,2/8/2023,1183.74
5746,798,71,24-09-2023,976.11
5747,2937,274,20-08-2023,1151.26
5748,2302,170,7/9/2023,557.08
5749,1740,423,5/7/2023,1096.56
5750,1239,483,16-10-2023,288.78
5751,1223,150,17-04-2023,1142.84
5752,839,207,22-03-2023,1267.42
5753,1357,406,26-05-2023,650.32
5754,975,279,30-08-2023,646.63
5755,1440,361,22-05-2023,298.86
5756,2519,443,9/10/2023,1463.89
5757,1681,491,19-12-2023,713.56
5758,206,187,24-11-2023,660.6
5759,627,423,5/10/2023,1485.17
5760,2862,65,25-04-2023,1088.76
5761,1928,39,17-06-2023,1375.17
5762,2775,94,23-07-2023,850.03
5763,1862,333,7/9/2023,286.22
5764,2759,432,9/9/2023,1493.3
5765,2742,161,27-11-2023,1293.42
5766,1438,257,17-10-2023,1177.45
5767,1,375,12/7/2023,1289.66
5768,479,497,5/8/2023,1090.69
5769,1468,423,5/12/2023,1026.06
5770,379,270,5/12/2023,1455.6
5771,2330,136,25-12-2023,1489.38
5772,1780,495,26-01-2023,1370.68
5773,854,183,11/7/2023,1097.43
5774,2920,33,27-01-2023,955.96
5775,1532,51,4/6/2023,174.18
5776,2264,364,20-02-2023,1052.94
5777,1018,84,31-05-2023,154.51
5778,1866,142,1/4/2023,197.67
5779,392,476,29-04-2023,1342.83
5780,2873,60,3/2/2023,141.67
5781,1387,500,22-09-2023,1484.73
5782,2329,146,20-10-2023,1196.67
5783,2148,29,21-06-2023,967.92
5784,2246,37,2/2/2023,1342.83
5785,451,83,16-08-2023,445.18
5786,354,377,15-09-2023,172.73
5787,2150,163,1/11/2023,835.3
5788,1974,480,16-09-2023,831.01
5789,2428,170,21-03-2023,1169.33
5790,839,108,12/11/2023,612.7
5791,514,3,4/5/2023,952.79
5792,2751,50,5/6/2023,1385.02
5793,868,497,22-02-2023,743.07
5794,1032,9,30-05-2023,247.71
5795,1417,483,2/3/2023,105.23
5796,1401,91,9/1/2023,562.93
5797,1210,143,12/8/2023,217.11
5798,1932,145,31-12-2023,742.69
5799,2038,270,17-01-2023,479.64
5800,873,13,13-01-2023,1435.9
5801,998,63,11/10/2023,416.68
5802,878,112,18-05-2023,1396.66
5803,1775,365,20-06-2023,1319.04
5804,669,367,12/10/2023,1430.5
5805,2453,431,9/1/2023,1424
5806,841,318,13-10-2023,1383.07
5807,2157,399,27-08-2023,988.26
5808,2771,223,11/10/2023,1062.86
5809,1824,480,22-03-2023,1003.26
5810,1304,318,17-05-2023,700.31
5811,1668,122,8/5/2023,937.84
5812,479,143,14-11-2023,576.16
5813,1678,351,14-12-2023,1082.81
5814,920,486,11/5/2023,1253.35
5815,1449,384,14-02-2023,727.74
5816,332,85,2/10/2023,1026.55
5817,277,1,12/3/2023,1371.59
5818,2624,8,15-03-2023,414.07
5819,734,467,4/3/2023,1467.83
5820,1190,30,24-12-2023,1231.53
5821,822,290,15-09-2023,751.54
5822,597,9,16-11-2023,1409.35
5823,1937,316,6/8/2023,464.49
5824,1274,492,10/10/2023,1481.61
5825,796,90,19-11-2023,819.86
5826,1703,37,14-12-2023,1198.97
5827,435,188,16-02-2023,882.93
5828,918,479,31-03-2023,1357.97
5829,488,285,4/8/2023,1316.39
5830,880,403,15-01-2023,186.99
5831,2358,330,23-12-2023,457.25
5832,720,153,9/9/2023,1226.13
5833,2660,96,1/6/2023,774.28
5834,1059,320,16-02-2023,219.63
5835,685,140,4/10/2023,802.1
5836,378,153,20-02-2023,1036.26
5837,1821,340,4/6/2023,1177.42
5838,918,328,17-09-2023,777.5
5839,1937,124,31-07-2023,998.96
5840,2517,355,14-05-2023,1435.4
5841,318,364,31-05-2023,1067.3
5842,1419,240,16-11-2023,1326.46
5843,478,311,26-06-2023,1126.84
5844,1467,424,27-04-2023,1302.7
5845,706,257,28-07-2023,616.09
5846,2955,218,30-01-2023,1249.63
5847,2057,331,10/3/2023,1054.69
5848,1033,490,26-10-2023,1060.71
5849,2106,293,2/3/2023,952.44
5850,1151,190,19-06-2023,551.56
5851,1628,433,8/3/2023,337.58
5852,2089,294,18-11-2023,1175.4
5853,2432,50,5/4/2023,508.73
5854,2283,287,27-07-2023,1447.32
5855,291,376,5/4/2023,610.36
5856,1844,178,26-08-2023,1229.48
5857,669,234,22-01-2023,1288.72
5858,1468,439,5/10/2023,306.87
5859,2585,421,20-08-2023,295.21
5860,1098,40,13-12-2023,590.67
5861,417,495,7/8/2023,1062.62
5862,590,255,14-03-2023,276.11
5863,1697,182,30-09-2023,1396.62
5864,686,486,25-08-2023,539.14
5865,2835,350,20-05-2023,563.57
5866,2500,102,2/8/2023,1489.68
5867,1300,187,10/3/2023,528.97
5868,1350,460,9/9/2023,1137.18
5869,2079,45,14-09-2023,177.7
5870,1673,169,28-05-2023,174.88
5871,1367,361,21-01-2023,1333.79
5872,2719,135,19-01-2023,1482.74
5873,2794,104,2/3/2023,107.86
5874,350,201,16-08-2023,460.85
5875,736,287,29-01-2023,1059.73
5876,706,480,1/3/2023,218.23
5877,176,493,10/8/2023,1452.92
5878,1117,341,25-09-2023,1155.78
5879,1672,443,19-09-2023,905.13
5880,2091,155,8/9/2023,713.62
5881,208,224,15-03-2023,286.75
5882,1600,35,25-08-2023,1346.28
5883,2081,323,11/4/2023,1224.8
5884,1414,260,3/9/2023,463.42
5885,2228,82,28-12-2023,1328.19
5886,2726,438,31-07-2023,1363.97
5887,2863,18,1/3/2023,528.59
5888,2621,207,29-11-2023,639.12
5889,292,303,14-02-2023,531.74
5890,1972,4,5/9/2023,833.21
5891,2613,32,13-03-2023,146.04
5892,2133,177,29-05-2023,206.01
5893,774,261,26-05-2023,232.65
5894,1099,435,10/11/2023,1283.7
5895,2207,348,13-11-2023,829.45
5896,2606,232,14-08-2023,1040.59
5897,15,15,24-07-2023,973.52
5898,2651,145,22-09-2023,393.5
5899,1068,63,5/12/2023,872.39
5900,2479,489,4/4/2023,1399.64
5901,1995,182,3/10/2023,1247.09
5902,2579,188,23-03-2023,140.68
5903,1137,211,8/10/2023,994.93
5904,2513,160,1/3/2023,1324.46
5905,2612,471,27-10-2023,865.74
5906,2804,356,18-03-2023,1236.74
5907,1800,364,27-04-2023,207.96
5908,420,100,21-02-2023,779.38
5909,2533,462,31-05-2023,114.63
5910,2195,135,16-10-2023,449.99
5911,1467,27,18-07-2023,1408.02
5912,1001,219,10/11/2023,1326.93
5913,909,122,1/3/2023,708.77
5914,2512,439,6/12/2023,207.55
5915,400,54,30-10-2023,973.31
5916,2192,169,26-04-2023,903.59
5917,1401,163,27-02-2023,304.24
5918,2865,409,26-04-2023,1300.06
5919,2249,179,13-06-2023,1084.95
5920,2548,201,12/1/2023,823.78
5921,2168,68,25-03-2023,496.86
5922,2957,277,18-02-2023,1245.54
5923,1973,377,28-04-2023,811.86
5924,2877,440,25-02-2023,450.19
5925,722,40,9/12/2023,1438.75
5926,606,431,27-12-2023,874.13
5927,16,16,28-03-2023,1194.56
5928,678,78,11/8/2023,978.38
5929,425,197,6/5/2023,912.48
5930,1662,74,27-12-2023,461.43
5931,637,240,11/11/2023,757.32
5932,29,137,18-09-2023,903.12
5933,1508,156,26-01-2023,1268.66
5934,2060,246,21-05-2023,322.23
5935,18,405,23-09-2023,1384.25
5936,1619,133,21-02-2023,1060.15
5937,2863,233,8/7/2023,267.67
5938,2425,31,25-09-2023,689.47
5939,43,448,19-10-2023,306.33
5940,620,399,10/10/2023,398.75
5941,1284,402,7/6/2023,171.01
5942,2838,85,12/12/2023,1231.5
5943,937,74,15-12-2023,139.06
5944,1602,91,13-05-2023,303.15
5945,1683,80,4/1/2023,690.97
5946,2475,315,22-05-2023,923.96
5947,998,54,23-03-2023,675.95
5948,2378,493,3/2/2023,1150.73
5949,2640,192,23-03-2023,1181.79
5950,1623,165,31-10-2023,260.22
5951,88,400,10/11/2023,553.45
5952,1435,60,28-10-2023,599.22
5953,1110,417,13-02-2023,1271.79
5954,554,219,12/4/2023,629.79
5955,1619,279,5/2/2023,1173.54
5956,202,53,4/1/2023,132.76
5957,2325,266,22-11-2023,1356.35
5958,75,5,29-04-2023,955.17
5959,2070,25,22-09-2023,999.81
5960,723,324,23-06-2023,754.27
5961,2571,130,2/12/2023,303.45
5962,1921,5,3/4/2023,942.95
5963,1857,180,8/10/2023,1284.83
5964,134,133,27-04-2023,644.49
5965,1501,161,8/6/2023,619.42
5966,199,330,13-10-2023,717.71
5967,1312,239,4/10/2023,1007.14
5968,129,496,12/10/2023,1482.87
5969,661,125,28-12-2023,700.7
5970,102,49,3/4/2023,1488.89
5971,1861,389,21-11-2023,108.55
5972,2322,178,13-06-2023,345.02
5973,1376,54,22-11-2023,519.35
5974,1694,477,10/1/2023,1350.43
5975,1177,414,10/5/2023,1286.5
5976,1060,56,30-07-2023,1051.8
5977,1415,188,22-04-2023,1020.17
5978,2449,151,2/12/2023,930.34
5979,2292,16,9/5/2023,242.39
5980,1802,478,1/11/2023,1149.43
5981,1201,126,25-01-2023,1189.38
5982,766,218,3/5/2023,1111.11
5983,640,317,15-05-2023,601.77
5984,2652,301,21-01-2023,655.85
5985,586,243,20-04-2023,1156.48
5986,1365,345,30-01-2023,923.56
5987,2548,341,29-08-2023,257.56
5988,2729,144,26-01-2023,997.52
5989,1860,134,17-04-2023,1316.62
5990,1780,52,25-07-2023,426.88
5991,1669,20,18-11-2023,172.31
5992,43,320,18-07-2023,1013.87
5993,1002,177,12/11/2023,275.7
5994,922,64,8/2/2023,273.28
5995,2514,53,18-03-2023,148.33
5996,2759,362,21-05-2023,1438.03
5997,2476,462,5/3/2023,717.02
5998,2079,429,16-04-2023,354.54
5999,176,92,3/1/2023,323.86
6000,2058,490,18-07-2023,1377.23
6001,1362,241,25-01-2023,621.4
6002,1550,364,2/5/2023,224.3
6003,133,491,3/9/2023,594.79
6004,2753,299,24-11-2023,908.96
6005,661,229,6/3/2023,342.52
6006,1642,102,18-03-2023,895.63
6007,543,387,5/11/2023,1016.18
6008,307,469,23-02-2023,1015.22
6009,650,89,30-12-2023,1137.56
6010,1300,44,26-03-2023,234.48
6011,397,359,27-03-2023,943.25
6012,2457,84,19-10-2023,509.03
6013,2624,176,4/5/2023,242.81
6014,1419,462,11/7/2023,141.69
6015,2325,141,4/6/2023,880.15
6016,1377,231,15-09-2023,105.41
6017,2710,371,4/10/2023,1206.39
6018,62,424,5/12/2023,959.78
6019,1619,145,28-12-2023,176.46
6020,2907,439,4/5/2023,1213.03
6021,726,150,23-09-2023,1263.62
6022,1620,479,26-07-2023,1396.44
6023,320,358,1/9/2023,397.23
6024,1956,169,30-11-2023,241.37
6025,2272,297,11/4/2023,1354.51
6026,2131,113,30-03-2023,525.65
6027,107,463,29-07-2023,604.13
6028,971,135,13-04-2023,985.22
6029,2717,188,26-01-2023,513.05
6030,178,123,31-08-2023,989.14
6031,901,96,10/3/2023,868.55
6032,2994,474,13-02-2023,818.35
6033,1488,299,29-05-2023,731.02
6034,894,33,1/12/2023,1358.93
6035,718,425,18-12-2023,379.76
6036,621,275,30-07-2023,141.18
6037,1180,94,14-04-2023,1298.12
6038,2051,79,27-07-2023,237.97
6039,1126,260,5/11/2023,1475.16
6040,1810,364,23-10-2023,911.35
6041,112,28,2/11/2023,836.66
6042,559,180,24-11-2023,703.52
6043,2473,295,19-08-2023,1292.4
6044,386,281,21-08-2023,1093.82
6045,1863,82,10/12/2023,719.96
6046,1292,432,2/6/2023,120.83
6047,292,269,11/5/2023,874.49
6048,93,484,29-03-2023,1219.16
6049,1179,272,10/9/2023,1233.39
6050,1743,278,30-03-2023,1278.18
6051,619,139,11/4/2023,140.34
6052,1639,261,4/6/2023,1340.6
6053,1479,254,21-04-2023,282.24
6054,36,470,30-12-2023,1362.32
6055,1442,402,29-03-2023,1029.06
6056,234,310,18-08-2023,1068.14
6057,220,460,18-03-2023,1409.57
6058,1390,247,19-04-2023,669.43
6059,486,307,15-10-2023,487.43
6060,1611,290,26-02-2023,882.23
6061,1012,248,25-10-2023,1305.52
6062,1841,228,16-07-2023,624.29
6063,1291,215,25-08-2023,979.48
6064,2666,475,24-02-2023,329.39
6065,2920,396,22-06-2023,1303.57
6066,1664,416,3/6/2023,868.03
6067,2373,321,26-04-2023,701.18
6068,1106,150,30-06-2023,437.08
6069,1083,486,3/3/2023,397.46
6070,1042,256,23-04-2023,898
6071,1517,251,5/10/2023,589.55
6072,931,344,19-04-2023,494.73
6073,2167,313,31-05-2023,723.2
6074,2314,183,20-01-2023,827.04
6075,709,291,12/8/2023,199.8
6076,2160,347,10/7/2023,646.47
6077,1929,334,20-09-2023,1098.33
6078,974,296,23-07-2023,1321.99
6079,1981,353,8/7/2023,727.91
6080,950,296,1/11/2023,1458.25
6081,16,295,24-03-2023,592.57
6082,1089,130,31-08-2023,1062.82
6083,1504,321,10/11/2023,1002.84
6084,1347,187,5/4/2023,589.5
6085,2750,357,11/2/2023,1354.93
6086,1496,451,20-05-2023,758.73
6087,582,353,26-06-2023,536.74
6088,2268,121,9/10/2023,1348.07
6089,2981,415,4/12/2023,1272
6090,155,240,7/12/2023,1269.61
6091,2759,449,22-09-2023,217.49
6092,1504,329,28-07-2023,767.79
6093,537,168,20-10-2023,687.32
6094,2128,175,18-10-2023,960.87
6095,2298,411,14-06-2023,573.77
6096,181,359,3/2/2023,1280.73
6097,2141,358,30-05-2023,262.66
6098,1599,109,20-04-2023,1021.06
6099,1414,215,23-10-2023,383.27
6100,1539,10,6/5/2023,168.87
6101,2471,387,6/5/2023,659.01
6102,1703,267,30-03-2023,528.97
6103,2329,98,23-11-2023,710.99
6104,1886,42,10/4/2023,1475.1
6105,963,481,25-02-2023,272.87
6106,315,96,28-09-2023,1126.73
6107,2314,180,12/6/2023,1325.6
6108,1441,138,24-02-2023,1136.38
6109,55,28,29-05-2023,1021.6
6110,1531,252,24-02-2023,963.14
6111,374,211,12/5/2023,1162.63
6112,1524,237,12/5/2023,1257.55
6113,1433,297,4/6/2023,367.82
6114,1205,282,12/1/2023,269.35
6115,2811,220,22-06-2023,333.49
6116,2522,196,7/11/2023,1197.99
6117,281,69,27-06-2023,605.15
6118,1763,472,18-10-2023,537.4
6119,1110,461,10/7/2023,751.05
6120,94,371,27-02-2023,1085.09
6121,2624,98,4/7/2023,114.51
6122,1397,153,25-01-2023,955.96
6123,2407,392,24-03-2023,526.33
6124,1919,405,31-08-2023,563.38
6125,1081,67,10/10/2023,1047.35
6126,585,142,7/8/2023,1472.88
6127,2866,38,14-02-2023,504.09
6128,1266,143,3/8/2023,1320.12
6129,1761,424,3/4/2023,1122.01
6130,900,309,23-11-2023,1109.19
6131,320,384,2/1/2023,370.65
6132,61,231,30-10-2023,327.97
6133,302,280,27-09-2023,531.39
6134,2923,405,21-04-2023,1364.02
6135,1704,145,28-02-2023,504.51
6136,2046,79,5/5/2023,455.82
6137,1437,233,26-03-2023,1283.52
6138,510,136,9/10/2023,1254.5
6139,1022,410,11/4/2023,1164.92
6140,1690,417,19-03-2023,1096.48
6141,1213,141,26-05-2023,1097.7
6142,675,390,6/5/2023,1457.74
6143,1078,360,25-07-2023,1365.43
6144,2175,129,26-08-2023,321.28
6145,406,484,22-05-2023,192.81
6146,433,363,8/11/2023,1444.74
6147,2410,399,21-09-2023,1451.73
6148,1979,373,19-07-2023,1463.92
6149,2554,23,15-11-2023,359.24
6150,1575,500,12/1/2023,1188.79
6151,1095,184,28-05-2023,126.83
6152,19,185,27-11-2023,120.96
6153,1877,387,9/6/2023,951.2
6154,486,436,14-09-2023,393.04
6155,466,191,20-10-2023,156.17
6156,545,294,1/1/2024,1070.86
6157,2768,22,15-09-2023,1350.2
6158,149,380,7/5/2023,917.97
6159,1667,232,18-04-2023,1240.22
6160,977,167,16-09-2023,683.29
6161,2932,187,1/7/2023,403.67
6162,338,159,3/10/2023,1392.61
6163,1361,16,24-03-2023,179.22
6164,2437,166,26-10-2023,808
6165,2648,181,28-02-2023,751.59
6166,2844,323,17-04-2023,1194.56
6167,696,74,26-09-2023,617.35
6168,2177,346,11/2/2023,1082.94
6169,1127,482,9/5/2023,1010.94
6170,67,409,19-07-2023,209.74
6171,909,359,9/2/2023,702.65
6172,2099,334,21-02-2023,934.85
6173,2302,227,4/5/2023,463.67
6174,2288,362,10/10/2023,913.1
6175,2708,469,11/9/2023,1091.43
6176,2650,486,18-04-2023,1061.36
6177,2876,52,4/10/2023,1189.16
6178,2216,455,10/3/2023,219.65
6179,1930,50,10/11/2023,251.98
6180,2832,139,10/4/2023,853.11
6181,134,28,23-03-2023,1287.77
6182,420,397,19-02-2023,677.25
6183,1573,431,17-02-2023,600.21
6184,2365,151,14-02-2023,355.83
6185,1978,372,11/11/2023,1089.12
6186,879,147,2/2/2023,736.59
6187,2492,219,3/3/2023,1055.01
6188,1450,440,5/7/2023,893.58
6189,2105,431,29-05-2023,818.37
6190,1984,205,27-01-2023,1000.96
6191,2755,59,18-08-2023,569.34
6192,1578,32,28-05-2023,1000.47
6193,2375,196,30-05-2023,271.01
6194,2977,383,3/12/2023,379.78
6195,1005,102,3/2/2023,864.43
6196,703,56,7/6/2023,605.38
6197,518,435,28-09-2023,940.49
6198,2758,14,26-04-2023,310.92
6199,1497,29,20-01-2023,969.38
6200,2677,144,25-08-2023,712.78
6201,291,283,10/2/2023,383.14
6202,2240,225,28-09-2023,865.11
6203,1578,184,30-08-2023,1187.18
6204,1340,332,29-11-2023,408.99
6205,1741,487,12/3/2023,313.73
6206,1905,390,7/8/2023,1255.19
6207,850,88,29-11-2023,501.59
6208,1627,244,13-09-2023,1278.63
6209,945,31,26-09-2023,645.93
6210,2771,188,11/10/2023,353.67
6211,2082,173,21-08-2023,853.22
6212,2088,477,14-03-2023,471.27
6213,2285,25,7/8/2023,1280.69
6214,1394,61,20-02-2023,467.92
6215,2322,38,18-03-2023,1305.82
6216,1524,236,9/1/2023,1058.13
6217,2876,302,27-09-2023,721.05
6218,1225,317,30-07-2023,910.23
6219,648,182,19-08-2023,219.15
6220,2128,194,16-05-2023,732.3
6221,840,424,27-11-2023,770.37
6222,1103,180,28-12-2023,533.83
6223,612,455,4/8/2023,732.48
6224,1410,238,28-06-2023,466.51
6225,958,392,24-03-2023,1243.96
6226,312,332,7/3/2023,469.17
6227,1950,163,5/11/2023,1149.93
6228,2252,274,10/4/2023,1177.25
6229,2059,280,25-07-2023,889.12
6230,1600,498,5/7/2023,382.86
6231,1515,447,23-07-2023,752.01
6232,2950,309,8/7/2023,337.86
6233,229,301,18-05-2023,468.77
6234,1015,63,26-12-2023,250.04
6235,1220,12,7/2/2023,231.13
6236,2557,299,2/3/2023,1437.06
6237,1460,377,26-03-2023,471.72
6238,2953,282,21-01-2023,465
